,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,98.83,98.88,98.73,98.98,99.1,99.25,98.7,98.91,,98.91
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.49,99.37,99.35,99.4,99.41,99.25,99.33,99.38,,99.37
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,97.22,97.24,97.21,97.24,97.24,97.29,97.23,97.21,,97.23
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.82,97.95,97.56,98.2,97.9,97.94,97.58,97.94,,97.86
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,98.75,98.76,98.8,98.79,98.84,98.63,98.8,98.75,,98.78
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.2,99.18,98.72,98.95,98.72,98.86,98.7,98.93,,98.81
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.13,98.15,98.02,98.02,98.02,98.02,98.05,98.02,,98.04
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.28,98.66,98.45,98.98,98.64,98.65,98.48,98.38,,98.54
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,96.88,96.85,96.85,96.85,96.88,96.88,96.89,96.91,,96.87
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.5,97.76,97.35,97.6,97.84,97.49,97.38,97.62,,97.56
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,94.75,95.14,95.09,95.31,95.14,94.94,95.12,94.94,,95.06
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,97.96,98.07,97.93,97.93,98.21,98.19,97.95,98.07,,98.03
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,95.49,95.76,95.17,95.57,94.97,95.76,95.2,95.76,,95.49
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,96.57,96.51,96.67,96.67,96.61,96.66,96.69,96.63,,96.64
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,93.49,93.62,93.16,93.63,93.39,93.86,93.18,93.4,,93.45
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.72,97.57,97.56,97.55,97.8,97.56,97.59,97.65,,97.61
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,97.8,97.88,98.04,98.01,97.89,98.04,98.06,97.89,,97.96
PIB-FRB-38,5-Sep-24,5-Sep-34,Half-Yearly,94.26,94.42,94.66,94.66,94.22,94.64,94.64,94.64,,94.54
PIB-FRB-39,3-Oct-24,3-Oct-26,Half-Yearly,99.66,99.8,99.67,99.64,99.64,99.68,99.65,99.72,,99.67
PIB-FRB-40,3-Oct-24,3-Oct-29,Half-Yearly,97.02,97.01,96.98,96.98,96.98,96.98,96.97,97.02,,96.99
PIB-FRB-41,3-Oct-24,3-Oct-34,Half-Yearly,93.73,93.72,93.77,93.82,93.77,93.77,93.77,93.95,,93.77
PIB-FRB-42,7-Feb-24,7-Feb-27,Quarterly,98.83,98.65,98.86,98.6,98.47,98.9,98.88,98.65,,98.75
